image_path,true_label,pred_label,defect_type,mask_path
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_001.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_001_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_003.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_003_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_005.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_005_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_006.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_006_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_007.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_007_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_008.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_008_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_009.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_009_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_010.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_010_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_011.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_011_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_012.png,1,1,manipulated_front,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_012_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_013.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_013_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_014.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_014_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_015.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_015_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_016.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_016_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_017.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_017_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_018.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_018_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_019.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_019_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_020.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_020_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_021.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_021_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_022.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_022_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_023.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_023_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_024.png,1,1,scratch_head,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_024_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_025.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_025_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_026.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_026_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_027.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_027_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_028.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_028_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_029.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_029_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_030.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_030_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_031.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_031_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_032.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_032_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_033.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_033_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_034.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_034_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_035.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_035_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_036.png,1,1,scratch_neck,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_036_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_037.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_037_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_038.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_038_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_039.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_039_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_040.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_040_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_041.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_041_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_042.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_042_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_043.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_043_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_044.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_044_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_045.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_045_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_046.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_046_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_047.png,1,1,thread_side,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_047_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_048.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_048_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_049.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_049_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_050.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_050_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_051.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_051_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_052.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_052_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_053.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_053_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_054.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_054_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_055.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_055_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_056.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_056_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_057.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_057_mask.png
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_058.png,1,1,thread_top,E:\Research\Code_Start\data\ground_truth_masks\screw\test\screw_test_def_058_mask.png
